01,4.11,127.41
02,4.06,113.68
03,4.56,141.36
04,4.97,149.1
05,5.45,168.95
06,4.55,136.5
07,4.89,151.59
08,4.81,149.11
09,3.97,119.1
10,3.4,105.4
11,3.25,97.5
12,3.45,106.95
